run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,comment
24509,08/02,17:54,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24510,08/02,18:31,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24511,08/02,19:02,8.5831,16.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24512,08/02,19:33,8.5831,8.0,LH2,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24513,08/02,20:13,8.5831,20.0,Dummy,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24514,08/02,20:44,8.5831,20.0,Dummy,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24515,08/02,21:14,8.5831,20.0,Dummy,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24516,08/02,21:49,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,"SHMS S1X rate ~1.2MHz, End run gave DAQ error"
24517,08/02,22:22,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,"DAQ error, not 50k replay"
24521,08/02,23:02,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24522,08/02,23:33,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24523,08/03,00:05,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24524,08/03,00:37,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24525,08/03,01:10,8.5831,12.0,C,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24526,08/03,01:47,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24527,08/03,02:19,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24528,08/03,02:51,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24529,08/03,03:23,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24530,08/03,04:03,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24531,08/03,04:35,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24532,08/03,05:07,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24533,08/03,05:39,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24534,08/03,06:11,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24535,08/03,06:51,8.5831,14.0,Cu,-1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24536,08/03,11:50,8.5831,35.0,LD2,1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,HMS Dipole set manually.  Momentum/angle not automatically recorded in CODA.
24537,08/03,12:09,8.5831,35.0,LD2,1.531,29.045,6.538,7.865,-1,-1,-1,3,-1,-1,HMSDIS,Only 1 minute of beam time here.  Beam down.  Will return to this setting.
24541,08/03,14:11,8.5831,35.0,LD2,1.531,29.045,6.538,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24543,08/03,14:59,8.5831,50.0,LH2,1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24544,08/03,15:17,8.5831,50.0,LH2,1.531,29.045,6.538,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24545,08/03,15:51,8.5831,40.0,Dummy,1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24546,08/03,16:11,8.5831,40.0,Dummy,1.531,29.045,6.538,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24547,08/03,16:36,8.5831,50.0,C,1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24549,08/03,17:02,8.5831,50.0,C,1.531,29.045,6.538,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24550,08/03,17:42,8.5831,50.0,Cu,1.531,29.045,6.538,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24551,08/03,18:00,8.5831,50.0,Cu,1.531,29.045,6.538,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24553,08/03,18:45,8.5831,35.0,LD2,1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24554,08/03,19:19,8.5831,50.0,LH2,1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24555,08/03,19:54,8.5831,40.0,Dummy,1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24556,08/03,20:26,8.5831,50.0,C,1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24557,08/03,20:56,8.5831,50.0,Cu,1.531,29.045,4.868,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24558,08/03,21:33,8.5831,15.0,LD2,1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24559,08/03,22:21,8.5831,30.0,LH2,1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24560,08/03,23:09,8.5831,40.0,Dummy,1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24561,08/03,23:57,8.5831,28.0,C,1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24562,08/04,00:50,8.5831,28.0,Cu,1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24563,08/04,01:40,8.5831,50.0,Al,1.531,29.045,3.632,7.865,-1,-1,-1,0,-1,-1,HMSDIS,0
24564,08/04,02:21,8.5831,8.0,LD2,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24566,08/04,03:28,8.5831,16.0,LH2,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24567,08/04,04:35,8.5831,20.0,Dummy,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24568,08/04,05:34,8.5831,12.0,C,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24569,08/04,06:13,8.5831,12.0,C,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24570,08/04,06:53,8.5831,14.0,Cu,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24572,08/04,10:55,8.5831,25.0,LD2,1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24573,08/04,11:16,8.5831,35.0,LD2,1.531,29.045,-6.538,7.865,-1,-1,-1,2,-1,-1,HMSDIS,0
24574,08/04,11:52,8.5831,35.0,LH2,1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24575,08/04,12:21,8.5831,35.0,LH2,1.531,29.045,-6.538,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24576,08/04,13:00,8.5831,40.0,Dummy,1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24577,08/04,13:18,8.5831,40.0,Dummy,1.531,29.045,-6.538,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24578,08/04,13:44,8.5831,35.0,C,1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24579,08/04,14:09,8.5831,35.0,C,1.531,29.045,-6.538,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24580,08/04,14:44,8.5831,35.0,Cu,1.531,29.045,-6.538,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24581,08/04,15:03,8.5831,35.0,Cu,1.531,29.045,-6.538,7.865,-1,-1,-1,1,-1,-1,HMSDIS,0
24582,08/04,15:39,8.5831,40.0,Cu,1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24583,08/04,16:17,8.5831,20.0,LD2,1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24584,08/04,16:49,8.5831,40.0,LH2,1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24585,08/04,17:25,8.5831,40.0,Dummy,1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24587,08/04,22:53,8.5831,40.0,Dummy,1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24588,08/04,23:12,8.5831,35.0,C,1.531,29.045,-4.868,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24589,08/05,00:00,8.5831,25.0,C,1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24590,08/05,00:41,8.5831,25.0,C,1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24591,08/05,01:35,8.5831,15.0,LD2,1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24592,08/05,02:16,8.5831,15.0,LD2,1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24593,08/05,03:06,8.5831,30.0,LH2,1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24594,08/05,03:51,8.5831,30.0,LH2,1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24595,08/05,04:41,8.5831,35.0,Dummy,1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24596,08/05,05:29,8.5831,30.0,Cu,1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24597,08/05,06:10,8.5831,30.0,Cu,1.531,29.045,-3.632,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24598,08/05,07:13,8.5831,20.0,LH2,1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24599,08/05,08:05,8.5831,20.0,LH2,1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24600,08/05,09:07,8.5831,25.0,Dummy,1.531,29.045,-2.615,7.865,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24601,08/05,11:01,8.5831,40.0,Dummy,1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24602,08/05,11:58,8.5831,15.0,LD2,1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24603,08/05,12:47,8.5831,30.0,LH2,1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24604,08/05,13:40,8.5831,30.0,C,1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24605,08/05,14:25,8.5831,30.0,Cu,1.531,29.045,3.632,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24606,08/05,15:13,8.5831,14.0,Cu,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24607,08/05,16:09,8.5831,12.0,C,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24608,08/05,17:05,8.5831,20.0,Dummy,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24609,08/05,18:03,8.5831,16.0,LH2,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24610,08/05,18:59,8.5831,8.0,LD2,1.531,29.045,2.615,7.865,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24611,08/05,21:01,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24612,08/05,21:29,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24613,08/05,22:01,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24614,08/05,22:32,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24615,08/05,23:04,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24616,08/05,23:36,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24617,08/06,00:07,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24618,08/06,00:39,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24619,08/06,01:10,8.5831,27.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,SHMS HB tripped 6min before run stop!
24620,08/06,01:51,8.5831,27.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,In run sheet it is marked JUNK!
24621,08/06,23:07,8.5831,27.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24622,08/06,23:39,8.5831,13.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24625,08/07,01:39,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,6,-1,-1,-1,-1,SHMSDIS,0
24626,08/07,02:00,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,2,-1,-1,HMSDIS,0
24627,08/07,02:53,8.5831,48.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24628,08/07,03:24,8.5831,48.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,0,-1,PI+SIDIS,0
24629,08/07,03:55,8.5831,48.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24630,08/07,04:28,8.5831,48.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24631,08/07,05:00,8.5831,48.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24632,08/07,05:31,8.5831,48.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24633,08/07,06:01,8.5831,48.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,Stopped after 10mins due to beam down
24634,08/07,06:49,8.5831,48.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24635,08/07,07:21,8.5831,32.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24636,08/07,07:54,8.5831,16.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24637,08/07,08:44,8.5831,16.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,1,-1,-1,HMSDIS,0
24640,08/07,19:23,8.5831,48.0,LH2,-1.531,29.045,3.632,11.075,-1,6,-1,-1,-1,-1,SHMSDIS,0
24641,08/07,19:53,8.5831,40.0,Dummy,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24642,08/07,20:25,8.5831,40.0,Dummy,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24643,08/07,20:56,8.5831,40.0,Dummy,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24644,08/07,21:29,8.5831,40.0,Dummy,-1.531,29.045,3.632,11.075,-1,-1,-1,0,-1,-1,HMSDIS,0
24645,08/07,21:47,8.5831,40.0,Dummy,-1.531,29.045,3.632,11.075,-1,5,-1,-1,-1,-1,SHMSDIS,0
24646,08/07,22:31,8.5831,48.0,C,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24647,08/07,23:06,8.5831,48.0,C,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24648,08/07,23:39,8.5831,48.0,C,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24649,08/08,00:10,8.5831,48.0,C,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24650,08/08,00:41,8.5831,48.0,C,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24651,08/08,01:12,8.5831,24.0,C,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24652,08/08,01:45,8.5831,48.0,C,-1.531,29.045,3.632,11.075,-1,-1,-1,2,-1,-1,HMSDIS,0
24653,08/08,02:02,8.5831,48.0,C,-1.531,29.045,3.632,11.075,-1,6,-1,-1,-1,-1,SHMSDIS,0
24654,08/08,02:34,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24655,08/08,03:05,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24656,08/08,03:37,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24657,08/08,04:04,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24658,08/08,04:40,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24659,08/08,05:11,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24660,08/08,05:41,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24661,08/08,06:25,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24662,08/08,06:55,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24663,08/08,07:29,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,1,-1,-1,HMSDIS,0
24665,08/08,07:51,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,6,-1,-1,-1,-1,SHMSDIS,0
24666,08/08,08:28,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24667,08/08,09:07,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24668,08/08,11:01,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24669,08/08,11:34,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24670,08/08,12:08,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24671,08/08,12:42,8.5831,40.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24672,08/08,13:15,8.5831,27.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24673,08/08,13:57,8.5831,14.0,LD2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24674,08/08,14:35,8.5831,60.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,Unstable beam
24675,08/08,15:29,8.5831,55.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0 (Max current for this cycle)
24676,08/08,16:02,8.5831,55.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24677,08/08,16:33,8.5831,55.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24678,08/08,17:04,8.5831,55.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24679,08/08,17:34,8.5831,55.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24680,08/08,18:05,8.5831,55.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24681,08/08,18:48,8.5831,37.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24682,08/08,19:21,8.5831,18.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24683,08/08,19:54,8.5831,55.0,LH2,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24684,08/08,20:23,8.5831,40.0,Dummy,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24685,08/08,20:54,8.5831,40.0,Dummy,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24686,08/08,21:25,8.5831,40.0,Dummy,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24687,08/08,22:01,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24688,08/08,22:32,8.5831,48.0,Cu,-1.531,29.045,3.632,11.075,-1,-1,-1,-1,-1,0,PI+SIDIS,0
24690,08/09,03:18,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24691,08/09,03:50,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,0,-1,PI-SIDIS,0
24692,08/09,04:22,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24693,08/09,04:53,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24694,08/09,05:22,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24695,08/09,05:56,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24696,08/09,06:27,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24697,08/09,06:38,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24698,08/09,07:09,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24699,08/09,07:40,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,HMS mags tripped 4 mins before the run stop!
24701,08/09,08:58,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24702,08/09,09:36,8.5831,37.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24703,08/09,10:14,8.5831,19.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24705,08/09,11:04,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,2,-1,-1,HMSDIS,0
24706,08/09,11:24,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,7,-1,-1,-1,-1,SHMSDIS,0
24707,08/09,12:29,8.5831,40.0,Dummy,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24708,08/09,13:03,8.5831,40.0,Dummy,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24709,08/09,13:34,8.5831,40.0,Dummy,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24710,08/09,14:06,8.5831,20.0,Dummy,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24711,08/09,14:43,8.5831,40.0,Dummy,-1.531,29.045,-3.632,11.075,-1,-1,-1,1,-1,-1,HMSDIS,0
24712,08/09,15:09,8.5831,40.0,Dummy,-1.531,29.045,-3.632,11.075,-1,6,-1,-1,-1,-1,SHMSDIS,0
24713,08/09,15:44,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24714,08/09,16:21,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24715,08/09,17:00,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,1,PI-SIDIS,0
24716,08/09,17:38,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,1,PI-SIDIS,0
24717,08/09,18:16,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24718,08/09,18:52,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24719,08/09,19:32,8.5831,55.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24720,08/09,20:05,8.5831,37.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24721,08/09,20:41,8.5831,37.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24722,08/09,21:17,8.5831,37.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24723,08/09,21:50,8.5831,37.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24724,08/09,22:27,8.5831,18.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24725,08/09,23:03,8.5831,18.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24726,08/09,23:41,8.5831,18.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24727,08/10,00:14,8.5831,18.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
24728,08/10,00:48,8.5831,18.0,LH2,-1.531,29.045,-3.632,11.075,-1,-1,-1,-1,-1,0,PI-SIDIS,0
